Spec       Vlos   Elem   Rest_lam app  linecen   lowbound  highbound
d10026  -137.285  26.0  4063.605  51  4061.744  4060.744  4062.744
d10027  -137.382  26.0  4063.605  51  4061.743  4060.743  4062.743
d10028  -134.076  26.0  4063.605  51  4061.788  4060.788  4062.788
d10029  -133.674  26.0  4063.605  51  4061.793  4060.793  4062.793
d20011  -141.894  26.0  4063.605  51  4061.682  4060.682  4062.682
d20012  -140.718  26.0  4063.605  51  4061.698  4060.698  4062.698
d20013  -138.944  26.0  4063.605  51  4061.721  4060.721  4062.721
d20014  -137.557  26.0  4063.605  51  4061.740  4060.740  4062.740
d20016  -135.433  26.0  4063.605  51  4061.769  4060.769  4062.769
d20017  -134.168  26.0  4063.605  51  4061.786  4060.786  4062.786
d20018  -133.089  26.0  4063.605  51  4061.801  4060.801  4062.801
d20019  -132.285  26.0  4063.605  51  4061.812  4060.812  4062.812
d20021  -131.189  26.0  4063.605  51  4061.827  4060.827  4062.827
d20024  -132.542  26.0  4063.605  51  4061.809  4060.809  4062.809
d20026  -135.071  26.0  4063.605  51  4061.774  4060.774  4062.774
d20027  -139.049  26.0  4063.605  51  4061.720  4060.720  4062.720
d20028  -144.439  26.0  4063.605  51  4061.647  4060.647  4062.647
d20029  -149.635  26.0  4063.605  51  4061.577  4060.577  4062.577
d20031  -154.885  26.0  4063.605  51  4061.506  4060.506  4062.506
d20032  -156.092  26.0  4063.605  51  4061.489  4060.489  4062.489
d20033  -156.599  26.0  4063.605  51  4061.482  4060.482  4062.482
d20034  -156.429  26.0  4063.605  51  4061.485  4060.485  4062.485
d20036  -155.934  26.0  4063.605  51  4061.491  4060.491  4062.491
d20037  -154.837  26.0  4063.605  51  4061.506  4060.506  4062.506
d20038  -153.512  26.0  4063.605  51  4061.524  4060.524  4062.524
d20039  -151.965  26.0  4063.605  51  4061.545  4060.545  4062.545
d20040  -150.387  26.0  4063.605  51  4061.567  4060.567  4062.567
d30009  -153.269  26.0  4063.605  51  4061.528  4060.528  4062.528
d30010  -156.370  26.0  4063.605  51  4061.485  4060.485  4062.485
d30011  -157.290  26.0  4063.605  51  4061.473  4060.473  4062.473
d30012  -157.343  26.0  4063.605  51  4061.472  4060.472  4062.472
d30014  -156.857  26.0  4063.605  51  4061.479  4060.479  4062.479
d30015  -155.282  26.0  4063.605  51  4061.500  4060.500  4062.500
d30016  -153.756  26.0  4063.605  51  4061.521  4060.521  4062.521
d30017  -151.970  26.0  4063.605  51  4061.545  4060.545  4062.545
d30019  -149.222  26.0  4063.605  51  4061.582  4060.582  4062.582
d30020  -147.589  26.0  4063.605  51  4061.604  4060.604  4062.604
d30021  -145.672  26.0  4063.605  51  4061.630  4060.630  4062.630
d30022  -143.943  26.0  4063.605  51  4061.654  4060.654  4062.654
d30024  -141.619  26.0  4063.605  51  4061.686  4060.686  4062.686
d30025  -140.295  26.0  4063.605  51  4061.703  4060.703  4062.703
d30026  -138.513  26.0  4063.605  51  4061.727  4060.727  4062.727
d30027  -137.125  26.0  4063.605  51  4061.746  4060.746  4062.746
d30029  -135.791  26.0  4063.605  51  4061.764  4060.764  4062.764
d30030  -133.815  26.0  4063.605  51  4061.791  4060.791  4062.791
d30031  -132.524  26.0  4063.605  51  4061.809  4060.809  4062.809
d30032  -131.435  26.0  4063.605  51  4061.823  4060.823  4062.823
d30034  -130.343  26.0  4063.605  51  4061.838  4060.838  4062.838
d30035  -130.128  26.0  4063.605  51  4061.841  4060.841  4062.841
d30036  -129.879  26.0  4063.605  51  4061.844  4060.844  4062.844
d30037  -130.543  26.0  4063.605  51  4061.835  4060.835  4062.835
d30039  -133.432  26.0  4063.605  51  4061.796  4060.796  4062.796
d30040  -135.747  26.0  4063.605  51  4061.765  4060.765  4062.765
d40043  -136.469  26.0  4063.605  51  4061.755  4060.755  4062.755
d40044  -134.786  26.0  4063.605  51  4061.778  4060.778  4062.778
d40045  -133.674  26.0  4063.605  51  4061.793  4060.793  4062.793
d40046  -132.485  26.0  4063.605  51  4061.809  4060.809  4062.809
d40048  -131.485  26.0  4063.605  51  4061.823  4060.823  4062.823
d40049  -130.963  26.0  4063.605  51  4061.830  4060.830  4062.830
d40050  -130.490  26.0  4063.605  51  4061.836  4060.836  4062.836
d40051  -131.117  26.0  4063.605  51  4061.828  4060.828  4062.828
d40053  -132.360  26.0  4063.605  51  4061.811  4060.811  4062.811
d40054  -134.132  26.0  4063.605  51  4061.787  4060.787  4062.787
d40055  -136.354  26.0  4063.605  51  4061.757  4060.757  4062.757
d40056  -139.971  26.0  4063.605  51  4061.708  4060.708  4062.708
d40057  -145.999  26.0  4063.605  51  4061.626  4060.626  4062.626
d40059  -152.110  26.0  4063.605  51  4061.543  4060.543  4062.543
d40060  -154.953  26.0  4063.605  51  4061.505  4060.505  4062.505
d40061  -155.664  26.0  4063.605  51  4061.495  4060.495  4062.495
d40062  -156.587  26.0  4063.605  51  4061.482  4060.482  4062.482
d40064  -156.182  26.0  4063.605  51  4061.488  4060.488  4062.488
d40065  -155.294  26.0  4063.605  51  4061.500  4060.500  4062.500
d40066  -154.133  26.0  4063.605  51  4061.516  4060.516  4062.516
d40067  -152.178  26.0  4063.605  51  4061.542  4060.542  4062.542
d40069  -149.619  26.0  4063.605  51  4061.577  4060.577  4062.577
d40070  -148.056  26.0  4063.605  51  4061.598  4060.598  4062.598
d40071  -146.048  26.0  4063.605  51  4061.625  4060.625  4062.625
d40072  -144.348  26.0  4063.605  51  4061.648  4060.648  4062.648
d40074  -142.057  26.0  4063.605  51  4061.679  4060.679  4062.679
d40075  -140.871  26.0  4063.605  51  4061.695  4060.695  4062.695
d40076  -139.777  26.0  4063.605  51  4061.710  4060.710  4062.710
d50042  -157.392  26.0  4063.605  51  4061.472  4060.472  4062.472
d50043  -156.407  26.0  4063.605  51  4061.485  4060.485  4062.485
d50044  -155.517  26.0  4063.605  51  4061.497  4060.497  4062.497
d50045  -154.025  26.0  4063.605  51  4061.517  4060.517  4062.517
d50047  -151.874  26.0  4063.605  51  4061.546  4060.546  4062.546
d50048  -149.815  26.0  4063.605  51  4061.574  4060.574  4062.574
d50049  -148.265  26.0  4063.605  51  4061.595  4060.595  4062.595
d50050  -146.356  26.0  4063.605  51  4061.621  4060.621  4062.621
d50052  -144.401  26.0  4063.605  51  4061.648  4060.648  4062.648
d50053  -142.467  26.0  4063.605  51  4061.674  4060.674  4062.674
d50054  -140.811  26.0  4063.605  51  4061.696  4060.696  4062.696
d50055  -139.233  26.0  4063.605  51  4061.718  4060.718  4062.718
d50057  -137.775  26.0  4063.605  51  4061.738  4060.738  4062.738
d50058  -136.216  26.0  4063.605  51  4061.759  4060.759  4062.759
d50059  -135.101  26.0  4063.605  51  4061.774  4060.774  4062.774
d50060  -133.599  26.0  4063.605  51  4061.794  4060.794  4062.794
d50062  -132.477  26.0  4063.605  51  4061.809  4060.809  4062.809
d50063  -131.016  26.0  4063.605  51  4061.829  4060.829  4062.829
d50064  -130.203  26.0  4063.605  51  4061.840  4060.840  4062.840
d50065  -129.480  26.0  4063.605  51  4061.850  4060.850  4062.850
d50067  -129.761  26.0  4063.605  51  4061.846  4060.846  4062.846
d50068  -130.675  26.0  4063.605  51  4061.834  4060.834  4062.834
d50069  -132.578  26.0  4063.605  51  4061.808  4060.808  4062.808
d50070  -134.722  26.0  4063.605  51  4061.779  4060.779  4062.779
d50072  -139.210  26.0  4063.605  51  4061.718  4060.718  4062.718
d50073  -145.916  26.0  4063.605  51  4061.627  4060.627  4062.627
d50074  -152.926  26.0  4063.605  51  4061.532  4060.532  4062.532
d50075  -154.943  26.0  4063.605  51  4061.505  4060.505  4062.505
d10006  -152.461  26.0  4071.740  51  4069.669  4068.669  4070.669
d10007  -156.877  26.0  4071.740  51  4069.609  4068.609  4070.609
d10008  -158.951  26.0  4071.740  51  4069.581  4068.581  4070.581
d10009  -159.293  26.0  4071.740  51  4069.577  4068.577  4070.577
d10011  -158.495  26.0  4071.740  51  4069.587  4068.587  4070.587
d10012  -157.286  26.0  4071.740  51  4069.604  4068.604  4070.604
d10013  -155.579  26.0  4071.740  51  4069.627  4068.627  4070.627
d10014  -153.762  26.0  4071.740  51  4069.652  4068.652  4070.652
d10016  -151.306  26.0  4071.740  51  4069.685  4068.685  4070.685
d10017  -149.237  26.0  4071.740  51  4069.713  4068.713  4070.713
d10018  -147.109  26.0  4071.740  51  4069.742  4068.742  4070.742
d10019  -145.733  26.0  4071.740  51  4069.760  4068.760  4070.760
d10021  -143.520  26.0  4071.740  51  4069.791  4068.791  4070.791
d10022  -142.055  26.0  4071.740  51  4069.811  4068.811  4070.811
d10023  -140.392  26.0  4071.740  51  4069.833  4068.833  4070.833
d10024  -139.068  26.0  4071.740  51  4069.851  4068.851  4070.851
d10026  -137.285  26.0  4071.740  51  4069.875  4068.875  4070.875
d10027  -137.382  26.0  4071.740  51  4069.874  4068.874  4070.874
d10028  -134.076  26.0  4071.740  51  4069.919  4068.919  4070.919
d10029  -133.674  26.0  4071.740  51  4069.924  4068.924  4070.924
d20011  -141.894  26.0  4071.740  51  4069.813  4068.813  4070.813
d20012  -140.718  26.0  4071.740  51  4069.829  4068.829  4070.829
d20013  -138.944  26.0  4071.740  51  4069.853  4068.853  4070.853
d20014  -137.557  26.0  4071.740  51  4069.872  4068.872  4070.872
d20016  -135.433  26.0  4071.740  51  4069.901  4068.901  4070.901
d20017  -134.168  26.0  4071.740  51  4069.918  4068.918  4070.918
d20018  -133.089  26.0  4071.740  51  4069.932  4068.932  4070.932
d20019  -132.285  26.0  4071.740  51  4069.943  4068.943  4070.943
d20021  -131.189  26.0  4071.740  51  4069.958  4068.958  4070.958
d20024  -132.542  26.0  4071.740  51  4069.940  4068.940  4070.940
d20026  -135.071  26.0  4071.740  51  4069.906  4068.906  4070.906
d20027  -139.049  26.0  4071.740  51  4069.851  4068.851  4070.851
d20028  -144.439  26.0  4071.740  51  4069.778  4068.778  4070.778
d20029  -149.635  26.0  4071.740  51  4069.708  4068.708  4070.708
d20031  -154.885  26.0  4071.740  51  4069.636  4068.636  4070.636
d20032  -156.092  26.0  4071.740  51  4069.620  4068.620  4070.620
d20033  -156.599  26.0  4071.740  51  4069.613  4068.613  4070.613
d20034  -156.429  26.0  4071.740  51  4069.615  4068.615  4070.615
d20036  -155.934  26.0  4071.740  51  4069.622  4068.622  4070.622
d20037  -154.837  26.0  4071.740  51  4069.637  4068.637  4070.637
d20038  -153.512  26.0  4071.740  51  4069.655  4068.655  4070.655
d20039  -151.965  26.0  4071.740  51  4069.676  4068.676  4070.676
d20040  -150.387  26.0  4071.740  51  4069.698  4068.698  4070.698
d30009  -153.269  26.0  4071.740  51  4069.658  4068.658  4070.658
d30010  -156.370  26.0  4071.740  51  4069.616  4068.616  4070.616
d30011  -157.290  26.0  4071.740  51  4069.604  4068.604  4070.604
d30012  -157.343  26.0  4071.740  51  4069.603  4068.603  4070.603
d30014  -156.857  26.0  4071.740  51  4069.610  4068.610  4070.610
d30015  -155.282  26.0  4071.740  51  4069.631  4068.631  4070.631
d30016  -153.756  26.0  4071.740  51  4069.652  4068.652  4070.652
d30017  -151.970  26.0  4071.740  51  4069.676  4068.676  4070.676
d30019  -149.222  26.0  4071.740  51  4069.713  4068.713  4070.713
d30020  -147.589  26.0  4071.740  51  4069.736  4068.736  4070.736
d30021  -145.672  26.0  4071.740  51  4069.761  4068.761  4070.761
d30022  -143.943  26.0  4071.740  51  4069.785  4068.785  4070.785
d30024  -141.619  26.0  4071.740  51  4069.817  4068.817  4070.817
d30025  -140.295  26.0  4071.740  51  4069.835  4068.835  4070.835
d30026  -138.513  26.0  4071.740  51  4069.859  4068.859  4070.859
d30027  -137.125  26.0  4071.740  51  4069.877  4068.877  4070.877
d30029  -135.791  26.0  4071.740  51  4069.896  4068.896  4070.896
d30030  -133.815  26.0  4071.740  51  4069.922  4068.922  4070.922
d30031  -132.524  26.0  4071.740  51  4069.940  4068.940  4070.940
d30032  -131.435  26.0  4071.740  51  4069.955  4068.955  4070.955
d30034  -130.343  26.0  4071.740  51  4069.970  4068.970  4070.970
d30035  -130.128  26.0  4071.740  51  4069.973  4068.973  4070.973
d30036  -129.879  26.0  4071.740  51  4069.976  4068.976  4070.976
d30037  -130.543  26.0  4071.740  51  4069.967  4068.967  4070.967
d30039  -133.432  26.0  4071.740  51  4069.928  4068.928  4070.928
d30040  -135.747  26.0  4071.740  51  4069.896  4068.896  4070.896
d40043  -136.469  26.0  4071.740  51  4069.886  4068.886  4070.886
d40044  -134.786  26.0  4071.740  51  4069.909  4068.909  4070.909
d40045  -133.674  26.0  4071.740  51  4069.924  4068.924  4070.924
d40046  -132.485  26.0  4071.740  51  4069.941  4068.941  4070.941
d40048  -131.485  26.0  4071.740  51  4069.954  4068.954  4070.954
d40049  -130.963  26.0  4071.740  51  4069.961  4068.961  4070.961
d40050  -130.490  26.0  4071.740  51  4069.968  4068.968  4070.968
d40051  -131.117  26.0  4071.740  51  4069.959  4068.959  4070.959
d40053  -132.360  26.0  4071.740  51  4069.942  4068.942  4070.942
d40054  -134.132  26.0  4071.740  51  4069.918  4068.918  4070.918
d40055  -136.354  26.0  4071.740  51  4069.888  4068.888  4070.888
d40056  -139.971  26.0  4071.740  51  4069.839  4068.839  4070.839
d40057  -145.999  26.0  4071.740  51  4069.757  4068.757  4070.757
d40059  -152.110  26.0  4071.740  51  4069.674  4068.674  4070.674
d40060  -154.953  26.0  4071.740  51  4069.635  4068.635  4070.635
d40061  -155.664  26.0  4071.740  51  4069.626  4068.626  4070.626
d40062  -156.587  26.0  4071.740  51  4069.613  4068.613  4070.613
d40064  -156.182  26.0  4071.740  51  4069.619  4068.619  4070.619
d40065  -155.294  26.0  4071.740  51  4069.631  4068.631  4070.631
d40066  -154.133  26.0  4071.740  51  4069.646  4068.646  4070.646
d40067  -152.178  26.0  4071.740  51  4069.673  4068.673  4070.673
d40069  -149.619  26.0  4071.740  51  4069.708  4068.708  4070.708
d40070  -148.056  26.0  4071.740  51  4069.729  4068.729  4070.729
d40071  -146.048  26.0  4071.740  51  4069.756  4068.756  4070.756
d40072  -144.348  26.0  4071.740  51  4069.780  4068.780  4070.780
d40074  -142.057  26.0  4071.740  51  4069.811  4068.811  4070.811
d40075  -140.871  26.0  4071.740  51  4069.827  4068.827  4070.827
d40076  -139.777  26.0  4071.740  51  4069.842  4068.842  4070.842
d50042  -157.392  26.0  4071.740  51  4069.602  4068.602  4070.602
d50043  -156.407  26.0  4071.740  51  4069.616  4068.616  4070.616
d50044  -155.517  26.0  4071.740  51  4069.628  4068.628  4070.628
d50045  -154.025  26.0  4071.740  51  4069.648  4068.648  4070.648
d50047  -151.874  26.0  4071.740  51  4069.677  4068.677  4070.677
d50048  -149.815  26.0  4071.740  51  4069.705  4068.705  4070.705
d50049  -148.265  26.0  4071.740  51  4069.726  4068.726  4070.726
d50050  -146.356  26.0  4071.740  51  4069.752  4068.752  4070.752
d50052  -144.401  26.0  4071.740  51  4069.779  4068.779  4070.779
d50053  -142.467  26.0  4071.740  51  4069.805  4068.805  4070.805
d50054  -140.811  26.0  4071.740  51  4069.828  4068.828  4070.828
d50055  -139.233  26.0  4071.740  51  4069.849  4068.849  4070.849
d50057  -137.775  26.0  4071.740  51  4069.869  4068.869  4070.869
d50058  -136.216  26.0  4071.740  51  4069.890  4068.890  4070.890
d50059  -135.101  26.0  4071.740  51  4069.905  4068.905  4070.905
d50060  -133.599  26.0  4071.740  51  4069.925  4068.925  4070.925
d50062  -132.477  26.0  4071.740  51  4069.941  4068.941  4070.941
d50063  -131.016  26.0  4071.740  51  4069.960  4068.960  4070.960
d50064  -130.203  26.0  4071.740  51  4069.971  4068.971  4070.971
d50065  -129.480  26.0  4071.740  51  4069.981  4068.981  4070.981
d50067  -129.761  26.0  4071.740  51  4069.978  4068.978  4070.978
d50068  -130.675  26.0  4071.740  51  4069.965  4068.965  4070.965
d50069  -132.578  26.0  4071.740  51  4069.939  4068.939  4070.939
d50070  -134.722  26.0  4071.740  51  4069.910  4068.910  4070.910
d50072  -139.210  26.0  4071.740  51  4069.849  4068.849  4070.849
d50073  -145.916  26.0  4071.740  51  4069.758  4068.758  4070.758
d50074  -152.926  26.0  4071.740  51  4069.663  4068.663  4070.663
d50075  -154.943  26.0  4071.740  51  4069.635  4068.635  4070.635
d10006  -152.461  38.1  4077.710  51  4075.636  4074.636  4076.636
d10007  -156.877  38.1  4077.710  51  4075.576  4074.576  4076.576
d10008  -158.951  38.1  4077.710  51  4075.548  4074.548  4076.548
d10009  -159.293  38.1  4077.710  51  4075.543  4074.543  4076.543
d10011  -158.495  38.1  4077.710  51  4075.554  4074.554  4076.554
d10012  -157.286  38.1  4077.710  51  4075.571  4074.571  4076.571
d10013  -155.579  38.1  4077.710  51  4075.594  4074.594  4076.594
d10014  -153.762  38.1  4077.710  51  4075.618  4074.618  4076.618
d10016  -151.306  38.1  4077.710  51  4075.652  4074.652  4076.652
d10017  -149.237  38.1  4077.710  51  4075.680  4074.680  4076.680
d10018  -147.109  38.1  4077.710  51  4075.709  4074.709  4076.709
d10019  -145.733  38.1  4077.710  51  4075.728  4074.728  4076.728
d10021  -143.520  38.1  4077.710  51  4075.758  4074.758  4076.758
d10022  -142.055  38.1  4077.710  51  4075.778  4074.778  4076.778
d10023  -140.392  38.1  4077.710  51  4075.800  4074.800  4076.800
d10024  -139.068  38.1  4077.710  51  4075.818  4074.818  4076.818
d10026  -137.285  38.1  4077.710  51  4075.843  4074.843  4076.843
d10027  -137.382  38.1  4077.710  51  4075.841  4074.841  4076.841
d10028  -134.076  38.1  4077.710  51  4075.886  4074.886  4076.886
d10029  -133.674  38.1  4077.710  51  4075.892  4074.892  4076.892
d20011  -141.894  38.1  4077.710  51  4075.780  4074.780  4076.780
d20012  -140.718  38.1  4077.710  51  4075.796  4074.796  4076.796
d20013  -138.944  38.1  4077.710  51  4075.820  4074.820  4076.820
d20014  -137.557  38.1  4077.710  51  4075.839  4074.839  4076.839
d20016  -135.433  38.1  4077.710  51  4075.868  4074.868  4076.868
d20017  -134.168  38.1  4077.710  51  4075.885  4074.885  4076.885
d20018  -133.089  38.1  4077.710  51  4075.900  4074.900  4076.900
d20019  -132.285  38.1  4077.710  51  4075.911  4074.911  4076.911
d20021  -131.189  38.1  4077.710  51  4075.926  4074.926  4076.926
d20024  -132.542  38.1  4077.710  51  4075.907  4074.907  4076.907
d20026  -135.071  38.1  4077.710  51  4075.873  4074.873  4076.873
d20027  -139.049  38.1  4077.710  51  4075.819  4074.819  4076.819
d20028  -144.439  38.1  4077.710  51  4075.745  4074.745  4076.745
d20029  -149.635  38.1  4077.710  51  4075.675  4074.675  4076.675
d20031  -154.885  38.1  4077.710  51  4075.603  4074.603  4076.603
d20032  -156.092  38.1  4077.710  51  4075.587  4074.587  4076.587
d20033  -156.599  38.1  4077.710  51  4075.580  4074.580  4076.580
d20034  -156.429  38.1  4077.710  51  4075.582  4074.582  4076.582
d20036  -155.934  38.1  4077.710  51  4075.589  4074.589  4076.589
